sample_id,image_id,image_path_masked,image_real_path,crop,canonical_label,condition_group,dataset_split,question_type,question,visible_symptoms,lesion_location,symptom_pattern,severity_level,image_quality,confidence_level,triage_level,label_mentioned_in_question,input_no_label,input_with_label,target_answer,linked_knowledge_ids
BIDO5CQA000094,BIDO_IMG_00816,images/BIDO_IMG_00816.jpg,images/BIDO_IMG_00816.jpg,bí đỏ,khỏe,khỏe,train,uncertainty,"với lá bí đỏ như vậy, đã đủ cơ sở kết luận chắc chưa?","lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ",mặt trên lá,chưa thấy triệu chứng bệnh rõ,không có bệnh rõ,đạt yêu cầu,trung bình-cao,monitor_only,no,"Cây trồng: bí đỏ
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: mặt trên lá
Mẫu triệu chứng: chưa thấy triệu chứng bệnh rõ
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: không có bệnh rõ
Độ chắc chắn hiện tại: trung bình-cao
Câu hỏi: với lá bí đỏ như vậy, đã đủ cơ sở kết luận chắc chưa?","Cây trồng: bí đỏ
Nhãn tham chiếu: khỏe
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: mặt trên lá
Mẫu triệu chứng: chưa thấy triệu chứng bệnh rõ
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: không có bệnh rõ
Độ chắc chắn hiện tại: trung bình-cao
Câu hỏi: với lá bí đỏ như vậy, đã đủ cơ sở kết luận chắc chưa?","Chưa nên kết luận tuyệt đối chỉ từ ảnh này. Bằng chứng trong ảnh: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ. Độ chắc chắn hiện là trung bình-cao; cần thêm ảnh mặt dưới lá, ảnh toàn cây và thông tin dấu hiệu có lan sau 24-48 giờ không.",K_HEALTHY_001;K_HEALTHY_PREVENTION_001;K_VISUAL_EVIDENCE_RULE_001;K_SAFETY_001;K_UNCERTAIN_IMAGE_QUALITY_001;K_UNCERTAIN_FOLLOWUP_001;K_HEALTHY_LOW_EVIDENCE_001;K_IMAGE_GROUNDING_LOW_EVIDENCE_001;K_SAFETY_NO_OVERCLAIM_001
BIDO5CQA000125,BIDO_IMG_00821,images/BIDO_IMG_00821.jpg,images/BIDO_IMG_00821.jpg,bí đỏ,khỏe,khỏe,train,weather_risk,Thời tiết ẩm ảnh hưởng gì đến tình trạng với lá bí đỏ như vậy?,"lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ",mặt trên lá,lá xanh tương đối đều,không có bệnh rõ,đạt yêu cầu,trung bình-cao,monitor_only,no,"Cây trồng: bí đỏ
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: mặt trên lá
Mẫu triệu chứng: lá xanh tương đối đều
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: không có bệnh rõ
Độ chắc chắn hiện tại: trung bình-cao
Câu hỏi: Thời tiết ẩm ảnh hưởng gì đến tình trạng với lá bí đỏ như vậy?","Cây trồng: bí đỏ
Nhãn tham chiếu: khỏe
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: mặt trên lá
Mẫu triệu chứng: lá xanh tương đối đều
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: không có bệnh rõ
Độ chắc chắn hiện tại: trung bình-cao
Câu hỏi: Thời tiết ẩm ảnh hưởng gì đến tình trạng với lá bí đỏ như vậy?","Nếu gần đây mưa hoặc ẩm kéo dài, nguy cơ bệnh lá có thể tăng. Bằng chứng trong ảnh: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ. Tuy nhiên thời tiết chỉ là yếu tố hỗ trợ; quyết định vẫn phải dựa vào triệu chứng ảnh, mức lan và kiểm tra mặt dưới lá.",K_HEALTHY_001;K_HEALTHY_PREVENTION_001;K_VISUAL_EVIDENCE_RULE_001;K_SAFETY_001;K_WEATHER_HUMID_001;K_HEALTHY_LOW_EVIDENCE_001;K_WEATHER_001;K_WEATHER_RAIN_SPLASH_001;K_WEATHER_DENSE_CANOPY_001;K_WEATHER_DRY_POWDERY_SPREAD_001
BGQA000001,KQ_IMG_00057,images/kho_qua/KQ_IMG_00057.jpg,images/kho_qua/KQ_IMG_00057.jpg,khổ qua/mướp đắng,bệnh sương mai,bệnh nấm,train,severity_assessment,"Lá khổ qua nếu tình trạng đang lan thêm và vàng loang, có phải bệnh sương mai không?","mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm",mặt dưới lá cần kiểm tra thêm,vàng loang/góc cạnh,nhẹ,đạt yêu cầu,thấp,insufficient_evidence,yes,"Cây trồng: khổ qua/mướp đắng. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Lá khổ qua nếu tình trạng đang lan thêm và vàng loang, có phải bệnh sương mai không?","Cây trồng: khổ qua/mướp đắng. Nhãn tham chiếu: bệnh sương mai. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Lá khổ qua nếu tình trạng đang lan thêm và vàng loang, có phải bệnh sương mai không?","Ảnh cho thấy mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Dấu hiệu này có thể liên quan đến bệnh sương mai, nhưng hiện chưa nên kết luận tuyệt đối chỉ từ một góc ảnh. Nên kiểm tra thêm mặt dưới lá cần kiểm tra thêm, ảnh toàn cây, tốc độ lan và điều kiện chăm sóc gần đây trước khi xử lý mạnh. Trước mắt ưu tiên theo dõi, cải thiện chăm sóc cơ bản và đối chiếu với triệu chứng trên các lá khác.",K_BGT_DOWNY_CONFIDENCE_001;K_BGT_DOWNY_TRIAGE_001;K_BGT_DOWNY_ACTION_001;K_BGT_DOWNY_DIFF_NUTRIENT_001;K_BGT_GENERAL_VISUAL_EVIDENCE_001;K_BGT_DOWNY_UMN_CUCURBIT_002;K_BGT_GENERAL_UNCERTAINTY_001;K_BGT_GENERAL_FOLLOWUP_001;K_BGT_GENERAL_NO_DOSAGE_001
BGQA000002,KQ_IMG_00057,images/kho_qua/KQ_IMG_00057.jpg,images/kho_qua/KQ_IMG_00057.jpg,khổ qua/mướp đắng,bệnh sương mai,bệnh nấm,train,initial_action,"Lá cây này đang có dấu bất thường, cách xử lý ban đầu là gì?","mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm",mặt dưới lá cần kiểm tra thêm,vàng loang/góc cạnh,nhẹ,đạt yêu cầu,thấp,insufficient_evidence,no,"Cây trồng: khổ qua/mướp đắng. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Lá cây này đang có dấu bất thường, cách xử lý ban đầu là gì?","Cây trồng: khổ qua/mướp đắng. Nhãn tham chiếu: bệnh sương mai. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Lá cây này đang có dấu bất thường, cách xử lý ban đầu là gì?","Ảnh cho thấy mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Dấu hiệu này có thể liên quan đến bệnh sương mai, nhưng hiện chưa nên kết luận tuyệt đối chỉ từ một góc ảnh. Nên kiểm tra thêm mặt dưới lá cần kiểm tra thêm, ảnh toàn cây, tốc độ lan và điều kiện chăm sóc gần đây trước khi xử lý mạnh. Trước mắt ưu tiên theo dõi, cải thiện chăm sóc cơ bản và đối chiếu với triệu chứng trên các lá khác.",K_BGT_DOWNY_ACTION_001;K_BGT_DOWNY_SYMPTOM_001;K_BGT_DOWNY_WEATHER_001;K_BGT_GENERAL_FOLLOWUP_001;K_BGT_GENERAL_NO_DOSAGE_001;K_BGT_DOWNY_UMN_CUCURBIT_002;K_BGT_GENERAL_UNCERTAINTY_001
BGQA000003,KQ_IMG_00057,images/kho_qua/KQ_IMG_00057.jpg,images/kho_qua/KQ_IMG_00057.jpg,khổ qua/mướp đắng,bệnh sương mai,bệnh nấm,train,differential_diagnosis,Dấu này dễ nhầm với gì nhất?,"mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm",mặt dưới lá cần kiểm tra thêm,vàng loang/góc cạnh,nhẹ,đạt yêu cầu,thấp,insufficient_evidence,no,"Cây trồng: khổ qua/mướp đắng. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Dấu này dễ nhầm với gì nhất?","Cây trồng: khổ qua/mướp đắng. Nhãn tham chiếu: bệnh sương mai. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Dấu này dễ nhầm với gì nhất?","Ảnh cho thấy mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Dấu hiệu này có thể liên quan đến bệnh sương mai, nhưng hiện chưa nên kết luận tuyệt đối chỉ từ một góc ảnh. Nên kiểm tra thêm mặt dưới lá cần kiểm tra thêm, ảnh toàn cây, tốc độ lan và điều kiện chăm sóc gần đây trước khi xử lý mạnh. Trước mắt ưu tiên theo dõi, cải thiện chăm sóc cơ bản và đối chiếu với triệu chứng trên các lá khác.",K_BGT_DOWNY_DIFF_NUTRIENT_001;K_BGT_LEAFSPOT_DIFF_DOWNY_001;K_BGT_GENERAL_WEATHER_001;K_BGT_DOWNY_CONFIDENCE_001;K_BGT_GENERAL_FOLLOWUP_001;K_BGT_DOWNY_UMN_CUCURBIT_002;K_BGT_GENERAL_UNCERTAINTY_001;K_BGT_GENERAL_NO_DOSAGE_001
BGQA000004,KQ_IMG_00057,images/kho_qua/KQ_IMG_00057.jpg,images/kho_qua/KQ_IMG_00057.jpg,khổ qua/mướp đắng,bệnh sương mai,bệnh nấm,train,severity_assessment,Cây khổ qua vàng từng vùng thì mức này đã nặng chưa?,"mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm",mặt dưới lá cần kiểm tra thêm,vàng loang/góc cạnh,nhẹ,đạt yêu cầu,thấp,insufficient_evidence,no,"Cây trồng: khổ qua/mướp đắng. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Cây khổ qua vàng từng vùng thì mức này đã nặng chưa?","Cây trồng: khổ qua/mướp đắng. Nhãn tham chiếu: bệnh sương mai. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Cây khổ qua vàng từng vùng thì mức này đã nặng chưa?","Ảnh cho thấy mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Dấu hiệu này có thể liên quan đến bệnh sương mai, nhưng hiện chưa nên kết luận tuyệt đối chỉ từ một góc ảnh. Nên kiểm tra thêm mặt dưới lá cần kiểm tra thêm, ảnh toàn cây, tốc độ lan và điều kiện chăm sóc gần đây trước khi xử lý mạnh. Trước mắt ưu tiên theo dõi, cải thiện chăm sóc cơ bản và đối chiếu với triệu chứng trên các lá khác.",K_BGT_DOWNY_CONFIDENCE_001;K_BGT_DOWNY_TRIAGE_001;K_BGT_DOWNY_SYMPTOM_001;K_BGT_DOWNY_WEATHER_001;K_BGT_GENERAL_WEATHER_001;K_BGT_DOWNY_UMN_CUCURBIT_002;K_BGT_GENERAL_UNCERTAINTY_001;K_BGT_GENERAL_FOLLOWUP_001;K_BGT_GENERAL_NO_DOSAGE_001
BGQA000005,KQ_IMG_00057,images/kho_qua/KQ_IMG_00057.jpg,images/kho_qua/KQ_IMG_00057.jpg,khổ qua/mướp đắng,bệnh sương mai,bệnh nấm,train,followup_needed,Tôi nên nhìn thêm mặt dưới lá hay lá già/lá non?,"mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm",mặt dưới lá cần kiểm tra thêm,vàng loang/góc cạnh,nhẹ,đạt yêu cầu,thấp,insufficient_evidence,no,"Cây trồng: khổ qua/mướp đắng. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Tôi nên nhìn thêm mặt dưới lá hay lá già/lá non?","Cây trồng: khổ qua/mướp đắng. Nhãn tham chiếu: bệnh sương mai. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Tôi nên nhìn thêm mặt dưới lá hay lá già/lá non?","Ảnh cho thấy mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Dấu hiệu này có thể liên quan đến bệnh sương mai, nhưng hiện chưa nên kết luận tuyệt đối chỉ từ một góc ảnh. Nên kiểm tra thêm mặt dưới lá cần kiểm tra thêm, ảnh toàn cây, tốc độ lan và điều kiện chăm sóc gần đây trước khi xử lý mạnh. Trước mắt ưu tiên theo dõi, cải thiện chăm sóc cơ bản và đối chiếu với triệu chứng trên các lá khác.",K_BGT_DOWNY_SYMPTOM_001;K_BGT_GENERAL_NO_DOSAGE_001;K_BGT_GENERAL_VISUAL_EVIDENCE_001;K_BGT_LEAFSPOT_DIFF_DOWNY_001;K_BGT_DOWNY_UMN_CUCURBIT_002;K_BGT_GENERAL_UNCERTAINTY_001;K_BGT_GENERAL_FOLLOWUP_001
BGQA000006,KQ_IMG_00057,images/kho_qua/KQ_IMG_00057.jpg,images/kho_qua/KQ_IMG_00057.jpg,khổ qua/mướp đắng,bệnh sương mai,bệnh nấm,train,general_consultation,Lá khổ qua vàng loang như vậy nên kiểm tra theo hướng nào?,"mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm",mặt dưới lá cần kiểm tra thêm,vàng loang/góc cạnh,nhẹ,đạt yêu cầu,thấp,insufficient_evidence,no,"Cây trồng: khổ qua/mướp đắng. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Lá khổ qua vàng loang như vậy nên kiểm tra theo hướng nào?","Cây trồng: khổ qua/mướp đắng. Nhãn tham chiếu: bệnh sương mai. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Lá khổ qua vàng loang như vậy nên kiểm tra theo hướng nào?","Ảnh cho thấy mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Dấu hiệu này có thể liên quan đến bệnh sương mai, nhưng hiện chưa nên kết luận tuyệt đối chỉ từ một góc ảnh. Nên kiểm tra thêm mặt dưới lá cần kiểm tra thêm, ảnh toàn cây, tốc độ lan và điều kiện chăm sóc gần đây trước khi xử lý mạnh. Trước mắt ưu tiên theo dõi, cải thiện chăm sóc cơ bản và đối chiếu với triệu chứng trên các lá khác.",K_BGT_DOWNY_CONFIDENCE_001;K_BGT_DOWNY_TRIAGE_001;K_BGT_DOWNY_ACTION_001;K_BGT_DOWNY_DIFF_NUTRIENT_001;K_BGT_GENERAL_NO_DOSAGE_001;K_BGT_DOWNY_UMN_CUCURBIT_002;K_BGT_GENERAL_UNCERTAINTY_001;K_BGT_GENERAL_FOLLOWUP_001
BGQA000007,KQ_IMG_00058,images/kho_qua/KQ_IMG_00058.jpg,images/kho_qua/KQ_IMG_00058.jpg,khổ qua/mướp đắng,bệnh sương mai,bệnh nấm,train,identification,"Lá mướp đắng ở giai đoạn mới phát hiện và có vết vàng góc cạnh, có phải bệnh sương mai không?","mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; có vết nâu nhẹ, cần kiểm tra mặt dưới lá khi ẩm",mặt dưới lá cần kiểm tra thêm,vàng loang/góc cạnh,nhẹ,đạt yêu cầu,thấp,insufficient_evidence,yes,"Cây trồng: khổ qua/mướp đắng. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; có vết nâu nhẹ, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Lá mướp đắng ở giai đoạn mới phát hiện và có vết vàng góc cạnh, có phải bệnh sương mai không?","Cây trồng: khổ qua/mướp đắng. Nhãn tham chiếu: bệnh sương mai. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; có vết nâu nhẹ, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Lá mướp đắng ở giai đoạn mới phát hiện và có vết vàng góc cạnh, có phải bệnh sương mai không?","Ảnh cho thấy mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; có vết nâu nhẹ, cần kiểm tra mặt dưới lá khi ẩm. Dấu hiệu này có thể liên quan đến bệnh sương mai, nhưng hiện chưa nên kết luận tuyệt đối chỉ từ một góc ảnh. Nên kiểm tra thêm mặt dưới lá cần kiểm tra thêm, ảnh toàn cây, tốc độ lan và điều kiện chăm sóc gần đây trước khi xử lý mạnh. Trước mắt ưu tiên theo dõi, cải thiện chăm sóc cơ bản và đối chiếu với triệu chứng trên các lá khác.",K_BGT_DOWNY_SYMPTOM_001;K_BGT_DOWNY_WEATHER_001;K_BGT_GENERAL_FOLLOWUP_001;K_BGT_GENERAL_VISUAL_EVIDENCE_001;K_BGT_DOWNY_UMN_CUCURBIT_002;K_BGT_GENERAL_UNCERTAINTY_001;K_BGT_GENERAL_NO_DOSAGE_001
BGQA000008,KQ_IMG_00058,images/kho_qua/KQ_IMG_00058.jpg,images/kho_qua/KQ_IMG_00058.jpg,khổ qua/mướp đắng,bệnh sương mai,bệnh nấm,train,initial_action,"Nếu lá khổ qua vàng loang, tôi nên làm gì trước?","mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; có vết nâu nhẹ, cần kiểm tra mặt dưới lá khi ẩm",mặt dưới lá cần kiểm tra thêm,vàng loang/góc cạnh,nhẹ,đạt yêu cầu,thấp,insufficient_evidence,no,"Cây trồng: khổ qua/mướp đắng. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; có vết nâu nhẹ, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Nếu lá khổ qua vàng loang, tôi nên làm gì trước?","Cây trồng: khổ qua/mướp đắng. Nhãn tham chiếu: bệnh sương mai. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; có vết nâu nhẹ, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Nếu lá khổ qua vàng loang, tôi nên làm gì trước?","Ảnh cho thấy mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; có vết nâu nhẹ, cần kiểm tra mặt dưới lá khi ẩm. Dấu hiệu này có thể liên quan đến bệnh sương mai, nhưng hiện chưa nên kết luận tuyệt đối chỉ từ một góc ảnh. Nên kiểm tra thêm mặt dưới lá cần kiểm tra thêm, ảnh toàn cây, tốc độ lan và điều kiện chăm sóc gần đây trước khi xử lý mạnh. Trước mắt ưu tiên theo dõi, cải thiện chăm sóc cơ bản và đối chiếu với triệu chứng trên các lá khác.",K_BGT_DOWNY_ACTION_001;K_BGT_GENERAL_WEATHER_001;K_BGT_LEAFSPOT_DIFF_DOWNY_001;K_BGT_DOWNY_DIFF_NUTRIENT_001;K_BGT_DOWNY_UMN_CUCURBIT_002;K_BGT_GENERAL_UNCERTAINTY_001;K_BGT_GENERAL_FOLLOWUP_001;K_BGT_GENERAL_NO_DOSAGE_001
BGQA000009,KQ_IMG_00058,images/kho_qua/KQ_IMG_00058.jpg,images/kho_qua/KQ_IMG_00058.jpg,khổ qua/mướp đắng,bệnh sương mai,bệnh nấm,train,differential_diagnosis,Lá mướp đắng có dấu vàng nghi sương mai thì so với vàng lá do úng nước nên nhìn điểm nào?,"mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; có vết nâu nhẹ, cần kiểm tra mặt dưới lá khi ẩm",mặt dưới lá cần kiểm tra thêm,vàng loang/góc cạnh,nhẹ,đạt yêu cầu,thấp,insufficient_evidence,no,"Cây trồng: khổ qua/mướp đắng. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; có vết nâu nhẹ, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Lá mướp đắng có dấu vàng nghi sương mai thì so với vàng lá do úng nước nên nhìn điểm nào?","Cây trồng: khổ qua/mướp đắng. Nhãn tham chiếu: bệnh sương mai. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; có vết nâu nhẹ, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Lá mướp đắng có dấu vàng nghi sương mai thì so với vàng lá do úng nước nên nhìn điểm nào?","Ảnh cho thấy mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; có vết nâu nhẹ, cần kiểm tra mặt dưới lá khi ẩm. Dấu hiệu này có thể liên quan đến bệnh sương mai, nhưng hiện chưa nên kết luận tuyệt đối chỉ từ một góc ảnh. Nên kiểm tra thêm mặt dưới lá cần kiểm tra thêm, ảnh toàn cây, tốc độ lan và điều kiện chăm sóc gần đây trước khi xử lý mạnh. Trước mắt ưu tiên theo dõi, cải thiện chăm sóc cơ bản và đối chiếu với triệu chứng trên các lá khác.",K_BGT_DOWNY_DIFF_NUTRIENT_001;K_BGT_LEAFSPOT_DIFF_DOWNY_001;K_BGT_DOWNY_TRIAGE_001;K_BGT_DOWNY_WEATHER_001;K_BGT_GENERAL_VISUAL_EVIDENCE_001;K_BGT_DOWNY_UMN_CUCURBIT_002;K_BGT_GENERAL_UNCERTAINTY_001;K_BGT_GENERAL_FOLLOWUP_001;K_BGT_GENERAL_NO_DOSAGE_001
